ApplicationID,DeptName,Program,DateOfApplication,Year,Glyphosate,Tier1,QtyAppliedUOM,QtyApplied,Gallons,Location,Address,Latitude,Longitude,NoSprayings,PF
12796,Parks and Recreation,Unspecified,04/03/2007,2007,Y,N,Gal(s),3,3,Northacres Park,12718 1st Ave NE,47.721559,-122.326993,0,0
13218,Parks and Recreation,Unspecified,01/24/2007,2007,Y,N,Gal(s),2,2,Alki Beach Park,2701 Alki Ave SW,47.588867,-122.39486,0,0
13219,Parks and Recreation,Unspecified,01/24/2007,2007,Y,N,Gal(s),4,4,Armeni Boat Ramp,1222 Harbor Ave SW,47.592128,-122.381907,0,0
13220,Parks and Recreation,Unspecified,01/24/2007,2007,Y,N,Gal(s),2.5,2.5,Hamilton Viewpoint,1531 California Ave SW,47.59074752,-122.3890697,0,0
13221,Parks and Recreation,Unspecified,01/24/2007,2007,Y,N,Gal(s),3,3,Belvedere Viewpoint,3600 Admiral Way SW,47.580672,-122.376895,0,0
13222,Parks and Recreation,Unspecified,01/29/2007,2007,Y,N,Gal(s),15,15,Riverview Playfield,7226 12th Ave SW,47.539329,-122.348855,0,0
13223,Parks and Recreation,Unspecified,01/29/2007,2007,Y,N,Gal(s),20,20,Riverview Playfield,7226 12th Ave SW,47.539329,-122.348855,0,0
13224,Parks and Recreation,Unspecified,01/31/2007,2007,Y,N,Gal(s),20,20,Riverview Playfield,7226 12th Ave SW,47.539329,-122.348855,0,0
13225,Parks and Recreation,Unspecified,01/31/2007,2007,Y,N,Gal(s),12,12,South Park Playground,738 S Sullivan St,47.520795,-122.323649,0,0
13226,Parks and Recreation,Unspecified,01/31/2007,2007,Y,N,Gal(s),4,4,Duwamish Waterway Park,7900 10th Ave South,47.531536,-122.32015,0,0
13228,Parks and Recreation,Unspecified,03/05/2007,2007,N,Y,Gal(s),500,500,Jackson Golf,,47.729889,-122.319111,0,0
13229,Parks and Recreation,Unspecified,02/02/2007,2007,Y,N,Gal(s),6,6,South Park Playground,738 S Sullivan St,47.520795,-122.323649,0,0
13230,Parks and Recreation,Unspecified,02/02/2007,2007,Y,N,Gal(s),6,6,Greg Davis Park,26th Ave SW/ SW Brandon St,47.55376,-122.36562,0,0
13231,Parks and Recreation,Unspecified,02/05/2007,2007,Y,N,Gal(s),3,3,Delridge Playfield,4555 Delridge Way SW,47.562842,-122.364371,0,0
13234,Parks and Recreation,Unspecified,03/16/2007,2007,Y,N,Gal(s),1,1,Gas Works Park,2101 N Northlake Way,47.645638,-122.334908,0,0
13236,Parks and Recreation,Unspecified,03/15/2007,2007,Y,N,Gal(s),5,5,Interbay Athletic Complex,3027 17th Ave W,47.64733,-122.378522,0,0
13237,Parks and Recreation,Unspecified,03/16/2007,2007,Y,N,Gal(s),15,15,Interbay Athletic Complex,3027 17th Ave W,47.64733,-122.378522,0,0
13238,Parks and Recreation,Unspecified,03/14/2007,2007,Y,N,Gal(s),4,4,Rainier Beach Playfield,8825 Rainier Ave South,47.595333,-122.31113,0,0
13240,Parks and Recreation,Unspecified,03/15/2007,2007,Y,N,Gal(s),1,1,Beacon Hill Playground,1902 13th Ave South,47.58622631,-122.3153246,0,0
13241,Parks and Recreation,Unspecified,03/19/2007,2007,Y,N,Gal(s),2,2,Rainier Beach Playfield,8825 Rainier Ave South,47.595333,-122.31113,0,0
13242,Parks and Recreation,Unspecified,03/26/2007,2007,Y,N,Gal(s),3,3,Dr. Blanche Lavizzo Park,2100 S Jackson St,47.599274,-122.30415,0,0
13243,Parks and Recreation,Unspecified,03/26/2007,2007,Y,N,Gal(s),1,1,Pratt Park,1800 S Main St,47.600705,-122.307463,0,0
13244,Parks and Recreation,Unspecified,03/13/2007,2007,Y,N,Gal(s),3,3,Judkins Park & Playfield,2150 S Norman St,47.593094,-122.30365,0,0
13255,Parks and Recreation,Unspecified,02/27/2007,2007,Y,N,Gal(s),2,2,Longfellow Creek,Unknown,47.530167,-122.363435,0,0
13256,Parks and Recreation,Unspecified,02/28/2007,2007,Y,N,Gal(s),1,1,Longfellow Creek,Unknown,47.530167,-122.363435,0,0
13257,Parks and Recreation,Unspecified,03/08/2007,2007,Y,N,Gal(s),2,2,Puget Ridge Playground,21st SW & Croft Pl SW,47.547368,-122.359947,0,0
13258,Parks and Recreation,Unspecified,02/05/2007,2007,Y,N,Gal(s),1.5,1.5,Richey Viewpoint,63rd Ave SW / Beach Dr SW,47.573606,-122.416429,0,0
13259,Parks and Recreation,Unspecified,02/13/2007,2007,Y,N,Gal(s),6,6,Riverview Playfield,7226 12th Ave SW,47.539329,-122.348855,0,0
13263,Parks and Recreation,Unspecified,03/27/2007,2007,Y,N,Gal(s),1,1,Pratt Park,1800 S Main St,47.600705,-122.307463,0,0
13264,Parks and Recreation,Unspecified,01/25/2007,2007,N,Y,Gal(s),375,375,Jefferson Golf,,47.568067,-122.311441,0,0
13266,Parks and Recreation,Unspecified,02/22/2007,2007,N,Y,Gal(s),375,375,Jefferson Golf,,47.568067,-122.311441,0,0
13267,Parks and Recreation,Unspecified,03/14/2007,2007,N,Y,Gal(s),375,375,Jefferson Golf,,47.568067,-122.311441,0,0
13268,Parks and Recreation,Unspecified,02/08/2007,2007,Y,N,Gal(s),3,3,Roxhill Park,9244 29th Ave SW,47.519496,-122.368882,0,0
13270,Parks and Recreation,Unspecified,01/05/2007,2007,N,Y,Gal(s),4,4,Jefferson Greenhouse,,47.567097,-122.312213,0,0
13271,Parks and Recreation,Unspecified,02/08/2007,2007,Y,N,Gal(s),2,2,Seaboard Lumber Grounds,W Marginal Way SW,47.561087,-122.350997,0,0
13273,Parks and Recreation,Unspecified,01/12/2007,2007,N,Y,Gal(s),2,2,Jefferson Greenhouse,,47.567097,-122.312213,0,0
13274,Parks and Recreation,Unspecified,01/26/2007,2007,N,Y,Gal(s),3,3,Jefferson Greenhouse,,47.567097,-122.312213,0,0
13275,Parks and Recreation,Unspecified,02/12/2007,2007,Y,N,Gal(s),6,6,South Park Playground,738 S Sullivan St,47.520795,-122.323649,0,0
13276,Parks and Recreation,Unspecified,02/14/2007,2007,Y,N,Gal(s),3,3,Riverview Playfield,7226 12th Ave SW,47.539329,-122.348855,0,0
13277,Parks and Recreation,Unspecified,03/26/2007,2007,Y,N,Gal(s),1,1,Hamilton Viewpoint,1531 California Ave SW,47.59074752,-122.3890697,0,0
13278,Parks and Recreation,Unspecified,03/26/2007,2007,Y,N,Gal(s),3,3,Belvedere Viewpoint,3600 Admiral Way SW,47.580672,-122.376895,0,0
13279,Parks and Recreation,Unspecified,03/26/2007,2007,Y,N,Gal(s),1,1,Hiawatha Playfield,2700 California Ave SW,47.57827243,-122.3849647,0,0
13280,Parks and Recreation,Unspecified,03/26/2007,2007,Y,N,Gal(s),2,2,Cormorant Cove Park,3701 Beach Dr SW,47.570984,-122.412089,0,0
13281,Parks and Recreation,Unspecified,03/30/2007,2007,Y,N,Gal(s),5,5,Rainier CC Grounds,4600 38th South,47.667567,-122.359434,0,0
13296,Parks and Recreation,Unspecified,03/28/2007,2007,N,Y,Gal(s),112,112,Interbay Golf,,47.641616,-122.37821,0,0
13297,Parks and Recreation,Unspecified,03/15/2007,2007,N,Y,Gal(s),50,50,Interbay Golf,,47.641616,-122.37821,0,0
13298,Parks and Recreation,Unspecified,03/14/2007,2007,N,Y,Gal(s),70,70,Interbay Golf,,47.641616,-122.37821,0,0
13299,Parks and Recreation,Unspecified,03/01/2007,2007,N,Y,Gal(s),112,112,Interbay Golf,,47.641616,-122.37821,0,0
13300,Parks and Recreation,Unspecified,01/22/2007,2007,N,Y,Gal(s),100,100,West Seattle Golf,,47.561954,-122.3762,0,0
13301,Parks and Recreation,Unspecified,01/12/2007,2007,N,Y,Gal(s),100,100,West Seattle Golf,,47.561954,-122.3762,0,0
13302,Parks and Recreation,Unspecified,01/12/2007,2007,N,Y,Gal(s),100,100,West Seattle Golf,,47.561954,-122.3762,0,0
13303,Parks and Recreation,Unspecified,03/08/2007,2007,N,Y,Gal(s),100,100,West Seattle Golf,,47.561954,-122.3762,0,0
13304,Parks and Recreation,Unspecified,04/03/2007,2007,Y,N,Gal(s),1,1,Kerry Park,,47.629024,-122.359873,0,0
13305,Parks and Recreation,Unspecified,04/03/2007,2007,Y,N,Gal(s),2,2,W Queen Anne Playfield,150 W Blaine St,47.635514,-122.359504,0,0
13306,Parks and Recreation,Unspecified,04/03/2007,2007,Y,N,Gal(s),2,2,Interbay Athletic Complex,3027 17th Ave W,47.64733,-122.378522,0,0
13308,Parks and Recreation,Unspecified,04/03/2007,2007,Y,N,Gal(s),4,4,Condon Way Centerstrip,W McGraw St to W Blaine St,47.638841,-122.396467,0,0
13309,Parks and Recreation,Unspecified,04/03/2007,2007,Y,N,Gal(s),4,4,Ross Playground,325 NW 44th St,47.65971791,-122.3613468,0,0
13311,Parks and Recreation,Unspecified,04/03/2007,2007,Y,N,Gal(s),10,10,Gilman Playground,923 NW 54th St,47.66729167,-122.369684,0,0
13312,Parks and Recreation,Unspecified,04/04/2007,2007,Y,N,Gal(s),7,7,Bitter Lake Playfield,13525 Linden Ave N,47.72420909,-122.3493143,0,0
13313,Parks and Recreation,Unspecified,04/04/2007,2007,Y,N,Gal(s),3,3,Pinehurst Playground,12029 14th Ave NE,47.71643622,-122.3146282,0,0
13314,Parks and Recreation,Unspecified,04/04/2007,2007,Y,N,Gal(s),10,10,Maple Leaf Playground,1020 NE 82nd St,47.6890145,-122.3156129,0,0
13316,Parks and Recreation,Unspecified,03/06/2007,2007,N,N,Gal(s),10,10,Victory Creek Park,1060 NE Northgate Way,47.709155,-122.315554,0,0
13317,Parks and Recreation,Unspecified,03/07/2007,2007,N,N,Gal(s),5,5,Victory Creek Park,1060 NE Northgate Way,47.709155,-122.315554,0,0
13323,Parks and Recreation,Unspecified,04/10/2007,2007,Y,N,Gal(s),1.5,1.5,Golden Gardens Park,8800 Seaview Ave NW,47.692105,-122.403269,0,0
13324,Parks and Recreation,Unspecified,04/10/2007,2007,Y,N,Gal(s),1,1,Golden Gardens Park,8800 Seaview Ave NW,47.692105,-122.403269,0,0
13335,Parks and Recreation,Unspecified,04/11/2007,2007,Y,N,Gal(s),1.5,1.5,Madison Pool Grounds,13401 Meridian Ave N,47.725857,-122.3342,0,0
13336,Parks and Recreation,Unspecified,04/12/2007,2007,Y,N,Gal(s),0.5,0.5,Ross Playground,325 NW 44th St,47.65971791,-122.3613468,0,0
13337,Parks and Recreation,Unspecified,04/11/2007,2007,Y,N,Gal(s),1.5,1.5,Maple Leaf Playground,1020 NE 82nd St,47.6890145,-122.3156129,0,0
13338,Parks and Recreation,Unspecified,03/29/2007,2007,N,Y,Gal(s),375,375,Jackson Golf,,47.729889,-122.319111,0,0
13345,Parks and Recreation,Unspecified,04/30/2007,2007,Y,N,Gal(s),3,3,Victory Creek Park,1060 NE Northgate Way,47.709155,-122.315554,0,0
13346,Parks and Recreation,Unspecified,05/01/2007,2007,Y,N,Gal(s),1.5,1.5,Sandel Playground,113 NW 92nd St,47.6951337,-122.3587007,0,0
13347,Parks and Recreation,Unspecified,04/30/2007,2007,Y,N,Gal(s),3,3,Gas Works Park,2101 N Northlake Way,47.645638,-122.334908,0,0
13349,Parks and Recreation,Unspecified,05/07/2007,2007,Y,N,Gal(s),2,2,Soundview Playfield,1590 NW 90th St,47.69541575,-122.3788784,0,0
13350,Parks and Recreation,Unspecified,05/07/2007,2007,Y,N,Gal(s),20,20,Rainier CC Grounds,4600 38th South,47.667567,-122.359434,0,0
13351,Parks and Recreation,Unspecified,02/14/2008,2008,Y,N,Gal(s),3,3,Green Lake Park,5701 West Green Lake Way N,47.681711,-122.331029,0,0
13352,Parks and Recreation,Unspecified,05/08/2007,2007,Y,N,Gal(s),3,3,Woodland Park Central,Aurora Ave N / N 59th St,47.668907,-122.344218,0,0
13353,Parks and Recreation,Unspecified,05/10/2007,2007,Y,N,Gal(s),5,5,Soundview Playfield,1590 NW 90th St,47.69541575,-122.3788784,0,0
13354,Parks and Recreation,Unspecified,05/14/2007,2007,Y,N,Gal(s),6,6,Ballard Playground,2644 NW 60th St,47.672337,-122.391075,0,0
13355,Parks and Recreation,Unspecified,04/13/2007,2007,Y,N,Gal(s),4,4,Ravenna Park,Ravenna Ave NE / NE 55th St,47.671402,-122.305705,0,0
13356,Parks and Recreation,Unspecified,05/11/2007,2007,Y,N,Gal(s),4,4,Cowen Park,5849 15th Ave NE,47.672596,-122.313074,0,0
13389,Parks and Recreation,Unspecified,05/25/2007,2007,Y,N,Gal(s),11,11,Loyal Heights Playfield,2101 NW 77th St,47.684106,-122.38324,0,0
13390,Parks and Recreation,Unspecified,05/25/2007,2007,Y,N,Gal(s),1,1,Gilman Playground,923 NW 54th St,47.66729167,-122.369684,0,0
13391,Parks and Recreation,Unspecified,05/25/2007,2007,Y,N,Gal(s),2,2,Greenwood Triangle,NW 55th St / 3rd Ave NW,47.668902,-122.361032,0,0
13392,Parks and Recreation,Unspecified,05/25/2007,2007,Y,N,Gal(s),6,6,Maple Leaf Playground,1020 NE 82nd St,47.6890145,-122.3156129,0,0
13394,Parks and Recreation,Unspecified,06/08/2007,2007,Y,N,Gal(s),4,4,Ravenna Park,Ravenna Ave NE / NE 55th St,47.671402,-122.305705,0,0
13395,Parks and Recreation,Unspecified,06/08/2007,2007,Y,N,Gal(s),4,4,Cowen Park,5849 15th Ave NE,47.672596,-122.313074,0,0
13397,Parks and Recreation,Unspecified,03/13/2007,2007,N,N,Fl. Oz,0.75,0.005859375,Washington Park,1075 Lake Washington Blvd. E,47.637765,-122.29537,0,0
13398,Parks and Recreation,Unspecified,03/14/2007,2007,Y,N,Gal(s),4,4,Washington Park,1075 Lake Washington Blvd. E,47.637765,-122.29537,0,0
13399,Parks and Recreation,Unspecified,05/18/2007,2007,Y,N,Gal(s),1,1,Washington Park,1075 Lake Washington Blvd. E,47.637765,-122.29537,0,0
13400,Parks and Recreation,Unspecified,05/28/2007,2007,Y,N,Fl. Oz,1,0.0078125,Washington Park,1075 Lake Washington Blvd. E,47.637765,-122.29537,0,0
13401,Parks and Recreation,Unspecified,05/18/2007,2007,Y,N,Gal(s),1,1,Washington Park,1075 Lake Washington Blvd. E,47.637765,-122.29537,0,0
13402,Parks and Recreation,Unspecified,05/30/2007,2007,Y,N,Gal(s),2.5,2.5,Washington Park,1075 Lake Washington Blvd. E,47.637765,-122.29537,0,0
13403,Parks and Recreation,Unspecified,05/31/2007,2007,Y,N,Gal(s),20,20,Washington Park,1075 Lake Washington Blvd. E,47.637765,-122.29537,0,0
13404,Parks and Recreation,Unspecified,06/27/2007,2007,N,N,Gal(s),3,3,Lake Washington Blvd,4900 block Lake Wash Blvd S,47.558186,-122.26324,0,0
13405,Parks and Recreation,Unspecified,06/25/2007,2007,Y,N,Gal(s),3,3,Passage Point Park,600 NE Northlake Way,47.654503,-122.321945,0,0
13406,Parks and Recreation,Unspecified,06/26/2007,2007,Y,N,Gal(s),15,15,Loyal Heights Playfield,2101 NW 77th St,47.684106,-122.38324,0,0
13407,Parks and Recreation,Unspecified,06/27/2007,2007,Y,N,Fl. Oz,8,0.0625,Lake Washington Blvd,4900 block Lake Wash Blvd S,47.558186,-122.26324,0,0
13408,Parks and Recreation,Unspecified,03/27/2007,2007,Y,N,Gal(s),2,2,Hiawatha Playfield,2700 California Ave SW,47.57827243,-122.3849647,0,0
13409,Parks and Recreation,Unspecified,03/27/2007,2007,Y,N,Gal(s),2,2,Greg Davis Park,26th Ave SW/ SW Brandon St,47.55376,-122.36562,0,0
13410,Parks and Recreation,Unspecified,03/27/2007,2007,Y,N,Gal(s),5,5,Greg Davis Park,26th Ave SW/ SW Brandon St,47.55376,-122.36562,0,0
13411,Parks and Recreation,Unspecified,03/28/2007,2007,Y,N,Gal(s),2,2,Greg Davis Park,26th Ave SW/ SW Brandon St,47.55376,-122.36562,0,0
13412,Parks and Recreation,Unspecified,04/24/2007,2007,Y,N,Gal(s),3,3,Greg Davis Park,26th Ave SW/ SW Brandon St,47.55376,-122.36562,0,0
13415,Parks and Recreation,Unspecified,08/05/2008,2008,Y,N,Gal(s),10,10,Green Lake Park,5701 West Green Lake Way N,47.681711,-122.331029,0,0
13417,Parks and Recreation,Unspecified,06/16/2008,2008,Y,N,Gal(s),1,1,Passage Point Park,600 NE Northlake Way,47.654503,-122.321945,0,0
13420,Parks and Recreation,Unspecified,04/26/2007,2007,N,N,Gal(s),112,112,Interbay Golf,,47.641616,-122.37821,0,0
13421,Parks and Recreation,Unspecified,05/24/2007,2007,N,Y,Gal(s),160,160,Interbay Golf,,47.641616,-122.37821,0,0
13422,Parks and Recreation,Unspecified,05/09/2007,2007,N,Y,Gal(s),112,112,Interbay Golf,,47.641616,-122.37821,0,0
13424,Parks and Recreation,Unspecified,04/30/2007,2007,N,N,Gal(s),1,1,Lincoln Park,7367 47th Ave SW,47.531177,-122.396012,0,0
13425,Parks and Recreation,Unspecified,05/01/2007,2007,N,N,Lb(s),30,3.59712231,Greg Davis Park,26th Ave SW/ SW Brandon St,47.55376,-122.36562,0,0
13426,Parks and Recreation,Unspecified,06/20/2007,2007,Y,N,Gal(s),11.5,11.5,Greg Davis Park,26th Ave SW/ SW Brandon St,47.55376,-122.36562,0,0
13427,Parks and Recreation,Unspecified,04/10/2007,2007,N,Y,Gal(s),161,161,West Seattle Golf,,47.561954,-122.3762,0,0
13428,Parks and Recreation,Unspecified,06/26/2007,2007,Y,N,Gal(s),1,1,Lowman Beach Park,7017 Beach Dr SW,47.540246,-122.397021,0,0
13429,Parks and Recreation,Unspecified,06/26/2007,2007,Y,N,Gal(s),2,2,Richey Viewpoint,63rd Ave SW / Beach Dr SW,47.573606,-122.416429,0,0
13431,Parks and Recreation,Unspecified,04/25/2007,2007,Y,N,Gal(s),1,1,Alki Beach Park,2701 Alki Ave SW,47.588867,-122.39486,0,0
13432,Parks and Recreation,Unspecified,04/25/2007,2007,Y,N,Gal(s),7,7,Greg Davis Park,26th Ave SW/ SW Brandon St,47.55376,-122.36562,0,0
13435,Parks and Recreation,Unspecified,04/18/2007,2007,N,Y,Gal(s),400,400,West Seattle Golf,,47.561954,-122.3762,0,0
13438,Parks and Recreation,Unspecified,05/04/2007,2007,N,N,Gal(s),3,3,West Seattle Golf,,47.561954,-122.3762,0,0
13439,Parks and Recreation,Unspecified,05/08/2007,2007,N,Y,Gal(s),400,400,West Seattle Golf,,47.561954,-122.3762,0,0
13440,Parks and Recreation,Unspecified,05/08/2007,2007,Y,N,Gal(s),1.6,1.6,West Seattle Golf,,47.561954,-122.3762,0,0
13442,Parks and Recreation,Unspecified,05/14/2007,2007,N,Y,Gal(s),250,250,West Seattle Golf,,47.561954,-122.3762,0,0
13443,Parks and Recreation,Unspecified,05/15/2007,2007,N,Y,Gal(s),250,250,West Seattle Golf,,47.561954,-122.3762,0,0
13444,Parks and Recreation,Unspecified,05/21/2007,2007,N,Y,Gal(s),210,210,West Seattle Golf,,47.561954,-122.3762,0,0
13445,Parks and Recreation,Unspecified,05/22/2007,2007,N,Y,Gal(s),210,210,West Seattle Golf,,47.561954,-122.3762,0,0
13446,Parks and Recreation,Unspecified,06/08/2007,2007,N,Y,Gal(s),550,550,West Seattle Golf,,47.561954,-122.3762,0,0
13447,Parks and Recreation,Unspecified,06/01/2007,2007,Y,N,Gal(s),2,2,Matthews Beach Park,9300 51st Ave NE,47.696663,-122.274015,0,0
13448,Parks and Recreation,Unspecified,06/14/2007,2007,Y,N,Gal(s),2,2,Laurelhurst Playfield,4544 NE 41st St,47.65989,-122.278019,0,0
13449,Parks and Recreation,Unspecified,06/14/2007,2007,Y,N,Gal(s),2,2,Matthews Beach Park,9300 51st Ave NE,47.696663,-122.274015,0,0
13450,Parks and Recreation,Unspecified,06/20/2007,2007,Y,N,Gal(s),2,2,Matthews Beach Park,9300 51st Ave NE,47.696663,-122.274015,0,0
13451,Parks and Recreation,Unspecified,06/01/2007,2007,Y,N,Gal(s),2,2,Laurelhurst Playfield,4544 NE 41st St,47.65989,-122.278019,0,0
13464,Parks and Recreation,Unspecified,06/26/2007,2007,Y,N,Gal(s),4,4,Bar-S Playground,6425 SW Admiral Way,47.57519512,-122.4160544,0,0
13465,Parks and Recreation,Unspecified,06/26/2007,2007,Y,N,Gal(s),9.5,9.5,Hamilton Viewpoint,1531 California Ave SW,47.59074752,-122.3890697,0,0
13466,Parks and Recreation,Unspecified,06/20/2007,2007,Y,N,Gal(s),6,6,Riverview Playfield,7226 12th Ave SW,47.539329,-122.348855,0,0
13467,Parks and Recreation,Unspecified,06/21/2007,2007,Y,N,Gal(s),5,5,Riverview Playfield,7226 12th Ave SW,47.539329,-122.348855,0,0
13468,Parks and Recreation,Unspecified,06/22/2007,2007,Y,N,Gal(s),3,3,Riverview Playfield,7226 12th Ave SW,47.539329,-122.348855,0,0
13469,Parks and Recreation,Unspecified,06/22/2007,2007,Y,N,Gal(s),3,3,Seaboard Lumber Grounds,W Marginal Way SW,47.561087,-122.350997,0,0
13470,Parks and Recreation,Unspecified,06/22/2007,2007,Y,N,Gal(s),3,3,South Park Playground,738 S Sullivan St,47.520795,-122.323649,0,0
13471,Parks and Recreation,Unspecified,06/27/2007,2007,Y,N,Gal(s),3,3,E. C. Hughes Playground,2805 SW Holden St,47.53280491,-122.3695452,0,0
13472,Parks and Recreation,Unspecified,06/27/2007,2007,Y,N,Gal(s),3,3,Greg Davis Park,26th Ave SW/ SW Brandon St,47.55376,-122.36562,0,0
13473,Parks and Recreation,Unspecified,06/27/2007,2007,Y,N,Gal(s),2,2,Roxhill Park,9244 29th Ave SW,47.519496,-122.368882,0,0
13474,Parks and Recreation,Unspecified,06/27/2007,2007,Y,N,Gal(s),2,2,Highland Park Playground,1100 SW Cloverdale St,47.52737972,-122.349034,0,0
13475,Parks and Recreation,Unspecified,06/27/2007,2007,Y,N,Gal(s),2.5,2.5,Cormorant Cove Park,3701 Beach Dr SW,47.570984,-122.412089,0,0
13476,Parks and Recreation,Unspecified,06/25/2007,2007,Y,N,Gal(s),3,3,Duwamish Waterway Park,7900 10th Ave South,47.531536,-122.32015,0,0
13477,Parks and Recreation,Unspecified,07/03/2007,2007,Y,N,Gal(s),9.5,9.5,Lincoln Park,7367 47th Ave SW,47.531177,-122.396012,0,0
13478,Parks and Recreation,Unspecified,07/03/2007,2007,Y,N,Gal(s),1,1,Me-Kwa-Mooks North Bluff,4100 Aikins Ave SW,47.562349,-122.40645,0,0
13479,Parks and Recreation,Unspecified,03/07/2007,2007,Y,N,Gal(s),1.5,1.5,Roxhill Park,9244 29th Ave SW,47.519496,-122.368882,0,0
13480,Parks and Recreation,Unspecified,03/07/2007,2007,Y,N,Gal(s),3,3,Belvedere Viewpoint,3600 Admiral Way SW,47.580672,-122.376895,0,0
13481,Parks and Recreation,Unspecified,07/06/2007,2007,Y,N,Gal(s),2,2,Westcrest Park,SW Henderson St / 8th Ave SW,47.524762,-122.33989,0,0
13482,Parks and Recreation,Unspecified,07/06/2007,2007,Y,N,Gal(s),2.5,2.5,Seacrest Park,1660 Harbor Ave SW,47.588951,-122.378676,0,0
13483,Parks and Recreation,Unspecified,07/06/2007,2007,Y,N,Gal(s),2,2,Longfellow Creek,Unknown,47.530167,-122.363435,0,0
13484,Parks and Recreation,Unspecified,07/06/2007,2007,Y,N,Gal(s),7.5,7.5,Hiawatha Playfield,2700 California Ave SW,47.57827243,-122.3849647,0,0
13485,Parks and Recreation,Unspecified,07/15/2007,2007,Y,N,Gal(s),6,6,Golden Gardens Park,8800 Seaview Ave NW,47.692105,-122.403269,0,0
13486,Parks and Recreation,Unspecified,07/19/2007,2007,Y,N,Fl. Oz,12,0.09375,W Duwamish Greenbelt,W Marginal Wy SW,47.537918,-122.35043,0,0
13487,Parks and Recreation,Unspecified,12/08/2007,2007,N,Y,Gal(s),9,9,Volunteer Park Greenhouse,,47.632153,-122.315775,0,0
13488,Parks and Recreation,Unspecified,01/05/2007,2007,N,Y,Gal(s),9,9,Volunteer Park Greenhouse,,47.632153,-122.315775,0,0
13489,Parks and Recreation,Unspecified,03/09/2007,2007,N,Y,Gal(s),1,1,Volunteer Park Greenhouse,,47.632153,-122.315775,0,0
13490,Parks and Recreation,Unspecified,03/19/2007,2007,N,Y,Gal(s),2,2,Volunteer Park Greenhouse,,47.632153,-122.315775,0,0
13491,Parks and Recreation,Unspecified,05/31/2007,2007,N,Y,Gal(s),1,1,Volunteer Park Greenhouse,,47.632153,-122.315775,0,0
13492,Parks and Recreation,Unspecified,06/11/2007,2007,N,Y,Gal(s),2,2,Volunteer Park Greenhouse,,47.632153,-122.315775,0,0
13493,Parks and Recreation,Unspecified,06/20/2007,2007,N,Y,Gal(s),1,1,Volunteer Park Greenhouse,,47.632153,-122.315775,0,0
13495,Parks and Recreation,Unspecified,07/30/2007,2007,Y,N,Dry Oz,9,0.0703125,Brighton Playfield,5948 39th Ave South,47.54838735,-122.2820996,0,0
13496,Parks and Recreation,Unspecified,07/30/2007,2007,Y,N,Dry Oz,9,0.0703125,Hutchinson Playground,5801 S Pilgrim St,47.51431208,-122.2600621,0,0
13559,Parks and Recreation,Unspecified,08/06/2007,2007,Y,N,Gal(s),6,6,Passage Point Park,600 NE Northlake Way,47.654503,-122.321945,0,0
13560,Parks and Recreation,Unspecified,08/09/2007,2007,Y,N,Dry Oz,4.5,0.03515625,Columbia Park,4721 Rainier Ave South,47.559792,-122.287395,0,0
13561,Parks and Recreation,Unspecified,07/25/2007,2007,Y,N,Gal(s),12,12,Seward Park,5900 Lake Washington Blvd S,47.55076,-122.250608,0,0
13562,Parks and Recreation,Unspecified,08/01/2007,2007,N,N,Gal(s),20,20,Seward Park,5900 Lake Washington Blvd S,47.55076,-122.250608,0,0
13563,Parks and Recreation,Unspecified,08/15/2007,2007,Y,N,Gal(s),34,34,Brighton Playfield,5948 39th Ave South,47.54838735,-122.2820996,0,0
13564,Parks and Recreation,Unspecified,08/16/2007,2007,Y,N,Gal(s),3,3,Benefit Playground,9320 38th Ave South,47.51899824,-122.2842942,2,2
13565,Parks and Recreation,Unspecified,08/16/2007,2007,Y,N,Gal(s),5,5,Columbia Park,4721 Rainier Ave South,47.559792,-122.287395,0,0
13566,Parks and Recreation,Unspecified,07/22/2007,2007,Y,N,Gal(s),1,1,E. C. Hughes Playground,2805 SW Holden St,47.53280491,-122.3695452,0,0
13567,Parks and Recreation,Unspecified,07/25/2007,2007,Y,N,Gal(s),2,2,Lincoln Park,7367 47th Ave SW,47.531177,-122.396012,0,0
13568,Parks and Recreation,Unspecified,07/26/2007,2007,Y,N,Gal(s),3,3,Duwamish Waterway Park,7900 10th Ave South,47.531536,-122.32015,0,0
13569,Parks and Recreation,Unspecified,08/02/2007,2007,Y,N,Gal(s),0.5,0.5,Alki Beach Park,2701 Alki Ave SW,47.588867,-122.39486,0,0
13571,Parks and Recreation,Unspecified,08/02/2007,2007,Y,N,Gal(s),1.5,1.5,Hamilton Viewpoint,1531 California Ave SW,47.59074752,-122.3890697,0,0
13572,Parks and Recreation,Unspecified,08/03/2007,2007,Y,N,Gal(s),3,3,Lincoln Park Annex,8709 Fremond Ave North,47.692785,-122.350208,0,0
13574,Parks and Recreation,Unspecified,08/10/2007,2007,Y,N,Fl. Oz,3,0.0234375,Me-Kwa-Mooks Park,4503 Beach Dr SW,47.563166,-122.404005,0,0
13575,Parks and Recreation,Unspecified,08/10/2007,2007,Y,N,Fl. Oz,8,0.0625,Schmitz Memorial Park,4503 Beach Dr SW,47.574375,-122.400425,0,0
13576,Parks and Recreation,Unspecified,08/17/2007,2007,Y,N,Gal(s),10,10,Madison Pool Grounds,13401 Meridian Ave N,47.725857,-122.3342,0,0
